LONG,LAT,WL_MBGL,geometry,potential
72.94611,31.35222,4.855,POINT (72.94611 31.35222),1
72.97111,31.22139,5.204,POINT (72.97111 31.22139),1
72.96694,31.17417,3.626666666666667,POINT (72.96694 31.17417),1
72.90917,31.19306,4.9675,POINT (72.90917 31.19306),1
73.53417,30.88917,6.885051,POINT (73.53417 30.88917),1
72.66083,31.22694,8.34,POINT (72.66083 31.22694),1
72.65083,31.34917,5.25,POINT (72.65083 31.34917),1
72.65944,31.07667,8.546666666666667,POINT (72.65944 31.07667),1
72.64194,31.1625,4.053333333333334,POINT (72.64194 31.1625),1
73.41639,31.62306,3.9925,POINT (73.41639 31.62306),1
73.41083,31.69167,3.905,POINT (73.41083 31.69167),1
73.68639,31.80889,4.8999999999999995,POINT (73.68639 31.80889),1
73.51639,31.47556,3.51,POINT (73.51639 31.47556),1
73.17,31.67222,2.23,POINT (73.17 31.67222),1
73.31111,31.83972,2.589,POINT (73.31111 31.83972),1
72.33194,30.33472,11.189335,POINT (72.33194 30.33472),1
73.50139,31.58167,3.888333333333333,POINT (73.50139 31.58167),1
73.4125,31.65972,4.032,POINT (73.4125 31.65972),1
72.26333,31.29639,8.592,POINT (72.26333 31.29639),1
72.185,31.30639,2.65,POINT (72.185 31.30639),1
72.33667,31.00583,2.578333333333333,POINT (72.33667 31.00583),1
72.26806,30.82417,4.369166666666667,POINT (72.26806 30.82417),1
72.25056,30.86056,4.621666666666667,POINT (72.25056 30.86056),1
72.24167,31.17083,7.081999999999999,POINT (72.24167 31.17083),1
72.19111,30.98444,2.43,POINT (72.19111 30.98444),1
72.25583,30.19944,10.025575384615385,POINT (72.25583 30.19944),1
72.26722,30.75583,6.6625,POINT (72.26722 30.75583),1
72.22806,30.79583,1.7559999999999998,POINT (72.22806 30.79583),1
72.21444,30.81722,2.859166666666667,POINT (72.21444 30.81722),1
72.19278,30.85639,5.506666666666667,POINT (72.19278 30.85639),1
72.18444,30.92167,3.286,POINT (72.18444 30.92167),1
72.25056,30.95778,2.6689999999999996,POINT (72.25056 30.95778),1
72.32667,30.96278,2.41,POINT (72.32667 30.96278),1
72.28,30.69417,6.095833333333334,POINT (72.28 30.69417),1
72.2525,31.04528,7.359,POINT (72.2525 31.04528),1
72.20667,30.78611,1.4974999999999998,POINT (72.20667 30.78611),1
72.18889,30.80333,3.5116666666666667,POINT (72.18889 30.80333),1
72.31528,30.86056,1.9375,POINT (72.31528 30.86056),1
72.18139,30.87861,4.369,POINT (72.18139 30.87861),1
72.11194,30.94611,3.04,POINT (72.11194 30.94611),1
72.28972,30.6275,5.1025,POINT (72.28972 30.6275),1
72.21944,30.7125,1.4558333333333333,POINT (72.21944 30.7125),1
72.24,31.27,6.2425,POINT (72.24 31.27),1
72.42444,30.7525,4.928333333333334,POINT (72.42444 30.7525),1
72.36639,30.80194,3.8333333333333335,POINT (72.36639 30.80194),1
72.26333,30.61083,3.1191666666666666,POINT (72.26333 30.61083),1
72.24167,30.63028,1.5575,POINT (72.24167 30.63028),1
72.21806,30.66083,1.105,POINT (72.21806 30.66083),1
72.21056,30.67333,1.3891666666666669,POINT (72.21056 30.67333),1
72.19194,30.69778,2.2275,POINT (72.19194 30.69778),1
72.30028,30.75806,5.4175,POINT (72.30028 30.75806),1
72.24861,30.99333,7.040000000000001,POINT (72.24861 30.99333),1
72.21833,30.61444,1.3941666666666668,POINT (72.21833 30.61444),1
72.18778,30.70111,2.8475,POINT (72.18778 30.70111),1
72.35306,30.73361,5.2700000000000005,POINT (72.35306 30.73361),1
72.25056,30.67306,2.026666666666667,POINT (72.25056 30.67306),1
72.21444,30.6875,3.3708333333333336,POINT (72.21444 30.6875),1
71.97222,30.82472,3.310833333333333,POINT (71.97222 30.82472),1
72.41444,30.57722,3.2183333333333333,POINT (72.41444 30.57722),1
72.19778,30.67306,2.848333333333333,POINT (72.19778 30.67306),1
72.19083,31.10806,2.3850000000000002,POINT (72.19083 31.10806),1
72.2525,30.91806,6.616666666666667,POINT (72.2525 30.91806),1
73.26,31.33,9.77467876923077,POINT (73.26 31.33),1
72.84,31.13,12.1274196,POINT (72.84 31.13),1
73.95278,31.80722,5.961,POINT (73.95278 31.80722),1
73.89083,31.85083,6.815,POINT (73.89083 31.85083),1
73.94278,31.95944,6.735,POINT (73.94278 31.95944),1
73.86778,31.82083,5.39,POINT (73.86778 31.82083),1
73.84083,31.68444,4.2,POINT (73.84083 31.68444),1
73.83222,31.72083,4.42,POINT (73.83222 31.72083),1
73.81722,31.72083,3.936666666666667,POINT (73.81722 31.72083),1
73.73472,31.80722,5.31,POINT (73.73472 31.80722),1
73.81722,31.74056,2.6550000000000002,POINT (73.81722 31.74056),1
73.53056,32.23611,3.7464285714285714,POINT (73.53056 32.23611),1
73.50917,32.22583,4.675714285714286,POINT (73.50917 32.22583),1
73.48056,32.2125,4.710833333333333,POINT (73.48056 32.2125),1
73.6875,32.24806,2.84,POINT (73.6875 32.24806),1
73.76889,31.92222,4.145833333333333,POINT (73.76889 31.92222),1
73.79694,32.26806,2.06625,POINT (73.79694 32.26806),1
73.75694,31.87083,3.640833333333333,POINT (73.75694 31.87083),1
73.76083,31.83583,4.98125,POINT (73.76083 31.83583),1
73.82611,32.23667,2.0439999999999996,POINT (73.82611 32.23667),1
73.78667,32.27944,3.405,POINT (73.78667 32.27944),1
73.75083,32.21194,2.54,POINT (73.75083 32.21194),1
73.46389,31.88472,4.476666666666667,POINT (73.46389 31.88472),1
73.47444,31.84222,3.51,POINT (73.47444 31.84222),1
73.59556,31.77083,6.0,POINT (73.59556 31.77083),1
73.4775,31.81833,2.655,POINT (73.4775 31.81833),1
73.47111,31.88528,5.694285714285714,POINT (73.47111 31.88528),1
73.42361,31.74472,3.283333333333333,POINT (73.42361 31.74472),1
73.445,31.81444,1.99,POINT (73.445 31.81444),1
73.64806,31.62611,7.293333333333334,POINT (73.64806 31.62611),1
73.56861,31.60778,6.706666666666667,POINT (73.56861 31.60778),1
73.113,30.624,38.160000000000004,POINT (73.113 30.624),0
73.206,30.314,37.1625,POINT (73.206 30.314),0
73.173,30.309,41.765,POINT (73.173 30.309),0
72.932,30.462,46.913333333333334,POINT (72.932 30.462),0
73.113,30.456,45.370000000000005,POINT (73.113 30.456),0
73.062,30.229,26.119999999999997,POINT (73.062 30.229),0
72.76,30.367,46.870000000000005,POINT (72.76 30.367),0
73.173,30.318,42.0375,POINT (73.173 30.318),0
72.719,30.426,48.3275,POINT (72.719 30.426),0
72.717,30.354,49.8275,POINT (72.717 30.354),0
73.11,30.43,11.125392278,POINT (73.11 30.43),1
72.736,30.4,37.442,POINT (72.736 30.4),0
72.586,30.493,33.64,POINT (72.586 30.493),0
72.817,30.55,34.96333333333333,POINT (72.817 30.55),0
72.716,30.425,18.439999999999998,POINT (72.716 30.425),1
73.079,30.636,40.550000000000004,POINT (73.079 30.636),0
72.541,30.441,33.287499999999994,POINT (72.541 30.441),0
72.69,30.508,23.476,POINT (72.69 30.508),0
72.846,30.572,30.162,POINT (72.846 30.572),0
72.65,30.403,36.33,POINT (72.65 30.403),0
72.602,30.469,34.33,POINT (72.602 30.469),0
72.574,30.481,42.245,POINT (72.574 30.481),0
72.741,30.572,25.395999999999997,POINT (72.741 30.572),0
72.768,30.523,27.244999999999997,POINT (72.768 30.523),0
72.805,30.574,27.708,POINT (72.805 30.574),0
73.399,32.397,4.3933333333333335,POINT (73.399 32.397),1
72.592,32.284,6.271428571428571,POINT (72.592 32.284),1
72.857,32.306,7.108571428571429,POINT (72.857 32.306),1
73.1,32.4,9.067142857142857,POINT (73.1 32.4),1
72.429,32.269,6.795714285714285,POINT (72.429 32.269),1
73.768,32.483,11.505714285714285,POINT (73.768 32.483),1
72.973,32.291,6.064285714285715,POINT (72.973 32.291),1
73.025,32.321,5.607142857142857,POINT (73.025 32.321),1
72.905,32.275,7.192857142857143,POINT (72.905 32.275),1
72.847,32.31,6.7299999999999995,POINT (72.847 32.31),1
72.6,32.1,13.801428571428572,POINT (72.6 32.1),1
72.921,32.367,6.9159999999999995,POINT (72.921 32.367),1
72.588,32.347,9.497142857142858,POINT (72.588 32.347),1
73.583,32.417,4.634285714285714,POINT (73.583 32.417),1
72.812,32.347,8.194285714285714,POINT (72.812 32.347),1
72.905,32.277,3.846,POINT (72.905 32.277),1
72.457,32.276,6.01,POINT (72.457 32.276),1
73.581,32.405,12.205,POINT (73.581 32.405),1
72.927,32.282,8.447142857142858,POINT (72.927 32.282),1
73.561,32.427,11.745000000000001,POINT (73.561 32.427),1
72.911,32.261,4.308571428571429,POINT (72.911 32.261),1
72.907,32.244,18.382857142857144,POINT (72.907 32.244),1
72.895,32.235,14.297142857142857,POINT (72.895 32.235),1
72.899,32.26,8.15,POINT (72.899 32.26),1
72.81,32.179,16.762857142857143,POINT (72.81 32.179),1
72.861,32.227,7.357142857142857,POINT (72.861 32.227),1
72.877,32.226,10.087142857142856,POINT (72.877 32.226),1
72.855,32.231,8.45,POINT (72.855 32.231),1
73.067,32.134,6.1242857142857146,POINT (73.067 32.134),1
72.674,32.175,12.771666666666667,POINT (72.674 32.175),1
72.925,32.246,4.24,POINT (72.925 32.246),1
72.833,31.988,11.113333333333335,POINT (72.833 31.988),1
73.024,32.179,10.928571428571429,POINT (73.024 32.179),1
72.798,32.042,14.07,POINT (72.798 32.042),1
73.109,32.231,9.877142857142857,POINT (73.109 32.231),1
72.838,32.082,7.13,POINT (72.838 32.082),1
72.73,32.032,7.154285714285714,POINT (72.73 32.032),1
72.546,32.234,16.08,POINT (72.546 32.234),1
72.142,32.148,15.374285714285715,POINT (72.142 32.148),1
72.581,31.849,3.7285714285714286,POINT (72.581 31.849),1
72.878,32.241,9.754285714285714,POINT (72.878 32.241),1
72.434,32.288,7.175714285714286,POINT (72.434 32.288),1
72.585,31.995,14.83,POINT (72.585 31.995),1
72.869,32.107,5.392857142857143,POINT (72.869 32.107),1
72.902,32.0,7.497142857142857,POINT (72.902 32),1
72.66,31.818,4.935714285714285,POINT (72.66 31.818),1
72.903,32.001,10.602857142857143,POINT (72.903 32.001),1
72.773,32.107,6.743333333333333,POINT (72.773 32.107),1
72.703,32.121,8.198,POINT (72.703 32.121),1
72.802,32.211,13.557142857142859,POINT (72.802 32.211),1
72.857,32.075,6.87,POINT (72.857 32.075),1
72.919,31.958,8.375714285714285,POINT (72.919 31.958),1
72.843,32.112,10.581428571428571,POINT (72.843 32.112),1
72.569,32.083,12.47,POINT (72.569 32.083),1
72.814,32.04,12.224,POINT (72.814 32.04),1
72.7,32.05,7.764285714285714,POINT (72.7 32.05),1
72.742,32.048,19.601428571428574,POINT (72.742 32.048),1
72.8,32.209,8.286,POINT (72.8 32.209),1
72.755,32.053,9.422,POINT (72.755 32.053),1
72.793,31.982,7.428571428571429,POINT (72.793 31.982),1
72.751,32.053,9.08,POINT (72.751 32.053),1
72.778,31.972,10.82,POINT (72.778 31.972),1
73.222,32.17,9.81857142857143,POINT (73.222 32.17),1
72.916,31.973,8.54,POINT (72.916 31.973),1
72.915,32.274,4.942857142857143,POINT (72.915 32.274),1
72.825,32.259,8.780000000000001,POINT (72.825 32.259),1
72.458,31.813,9.217142857142857,POINT (72.458 31.813),1
72.673,32.168,4.876666666666667,POINT (72.673 32.168),1
72.957,32.218,7.367142857142857,POINT (72.957 32.218),1
72.954,32.192,7.2,POINT (72.954 32.192),1
72.955,32.211,5.948571428571428,POINT (72.955 32.211),1
72.802,32.159,6.2925,POINT (72.802 32.159),1
72.965,32.252,7.089999999999999,POINT (72.965 32.252),1
73.029,32.188,5.405,POINT (73.029 32.188),1
72.954,32.208,6.410000000000001,POINT (72.954 32.208),1
72.995,32.198,4.625,POINT (72.995 32.198),1
72.5,31.9,6.76,POINT (72.5 31.9),1
72.799,32.286,6.158571428571428,POINT (72.799 32.286),1
73.01,32.136,3.0614285714285714,POINT (73.01 32.136),1
73.107,32.233,7.308571428571428,POINT (73.107 32.233),1
72.735,32.093,7.055,POINT (72.735 32.093),1
72.692,30.058,5.182857142857143,POINT (72.692 30.058),1
72.571,31.964,11.19,POINT (72.571 31.964),1
72.569,32.084,11.91,POINT (72.569 32.084),1
72.54,31.996,10.207142857142857,POINT (72.54 31.996),1
72.569,31.916,17.18857142857143,POINT (72.569 31.916),1
72.649,32.012,8.847142857142858,POINT (72.649 32.012),1
72.644,31.98,15.16,POINT (72.644 31.98),1
72.627,31.972,14.155000000000001,POINT (72.627 31.972),1
72.641,31.981,7.276666666666666,POINT (72.641 31.981),1
72.581,32.012,11.755714285714285,POINT (72.581 32.012),1
72.402,32.273,13.897142857142857,POINT (72.402 32.273),1
72.544,32.015,10.96,POINT (72.544 32.015),1
72.557,31.975,12.222857142857142,POINT (72.557 31.975),1
72.36,31.59,18.41,POINT (72.36 31.59),1
72.258,29.663,32.295,POINT (72.258 29.663),0
73.384,30.344,20.932,POINT (73.384 30.344),0
73.64,30.64,27.5,POINT (73.64 30.64),0
73.994,31.876,19.463333333333335,POINT (73.994 31.876),1
72.13,29.734,22.30333333333333,POINT (72.13 29.734),0
73.648,30.668,23.58,POINT (73.648 30.668),0
73.77,31.75,20.486,POINT (73.77 31.75),0
73.701,31.451,16.23,POINT (73.701 31.451),1
73.967,31.686,19.468333333333334,POINT (73.967 31.686),1
73.926,31.804,19.42833333333333,POINT (73.926 31.804),1
73.98,31.724,13.826666666666668,POINT (73.98 31.724),1
73.876,31.83,45.125,POINT (73.876 31.83),0
72.39,30.174,18.44333333333333,POINT (72.39 30.174),1
72.111,30.108,19.011666666666667,POINT (72.111 30.108),1
72.656,30.244,4.75,POINT (72.656 30.244),1
72.204,30.036,25.973333333333333,POINT (72.204 30.036),0
72.20278,32.33667,0.7994653846153846,POINT (72.20278 32.33667),1
72.36972,32.31028,0.6182111111111112,POINT (72.36972 32.31028),1
72.40111,32.30889,0.8122705882352941,POINT (72.40111 32.30889),1
72.11528,32.27361,1.32033125,POINT (72.11528 32.27361),1
72.36583,32.27417,0.7706083333333335,POINT (72.36583 32.27417),1
72.1675,32.27167,0.6989705882352941,POINT (72.1675 32.27167),1
72.20139,32.26889,1.06532,POINT (72.20139 32.26889),1
72.30361,32.26944,0.9445733333333333,POINT (72.30361 32.26944),1
72.13917,32.24,3.112764705882353,POINT (72.13917 32.24),1
72.11278,32.2225,0.2817,POINT (72.11278 32.2225),1
72.27278,32.33389,0.7002409090909091,POINT (72.27278 32.33389),1
72.20278,32.23889,1.0492866666666667,POINT (72.20278 32.23889),1
72.23972,32.24472,0.6618700000000001,POINT (72.23972 32.24472),1
72.27222,32.2425,1.1473727272727272,POINT (72.27222 32.2425),1
72.32611,32.24361,2.51269375,POINT (72.32611 32.24361),1
72.34361,32.25083,1.9709461538461537,POINT (72.34361 32.25083),1
72.702,30.119,14.258333333333333,POINT (72.702 30.119),1
72.18556,32.2075,1.6331727272727272,POINT (72.18556 32.2075),1
72.21667,32.21694,2.085146153846154,POINT (72.21667 32.21694),1
72.27694,32.22417,3.148576923076923,POINT (72.27694 32.22417),1
72.20528,32.1775,4.889164285714286,POINT (72.20528 32.1775),1
72.37917,32.34111,0.720653125,POINT (72.37917 32.34111),1
72.23889,32.18528,3.399063636363636,POINT (72.23889 32.18528),1
72.21917,32.39306,4.559605882352941,POINT (72.21917 32.39306),1
72.42,32.35861,1.10616875,POINT (72.42 32.35861),1
72.37889,32.29111,0.5927,POINT (72.37889 32.29111),1
72.26667,32.30417,0.583953125,POINT (72.26667 32.30417),1
72.683,30.158,18.793333333333333,POINT (72.683 30.158),1
72.30639,32.29833,0.6254615384615385,POINT (72.30639 32.29833),1
72.34,32.30056,0.8491,POINT (72.34 32.30056),1
71.6,31.27,10.690955130434782,POINT (71.6 31.27),1
71.75833,31.3,12.6735,POINT (71.75833 31.3),1
71.50917,31.35389,4.72,POINT (71.50917 31.35389),1
72.271,29.965,24.245,POINT (72.271 29.965),0
71.74278,31.22083,6.5652,POINT (71.74278 31.22083),1
71.86,30.96778,3.4364000000000003,POINT (71.86 30.96778),1
72.08944,31.25333,3.4041397499999997,POINT (72.08944 31.25333),1
72.16222,31.21556,2.5260366944166663,POINT (72.16222 31.21556),1
71.93583,30.97167,5.0503455,POINT (71.93583 30.97167),1
71.90889,30.95889,4.452112,POINT (71.90889 30.95889),1
71.88889,30.92222,3.9819072,POINT (71.88889 30.92222),1
72.27472,31.31139,1.5982856666818182,POINT (72.27472 31.31139),1
71.99639,31.10972,0.8029521739130435,POINT (71.99639 31.10972),1
72.126,29.801,24.83,POINT (72.126 29.801),0
71.9725,31.13139,4.382192727272727,POINT (71.9725 31.13139),1
71.9525,30.98556,3.0450317826086954,POINT (71.9525 30.98556),1
71.95639,30.96944,4.076379590909091,POINT (71.95639 30.96944),1
71.95,30.93611,4.1297352,POINT (71.95 30.93611),1
71.93167,30.9075,4.454398,POINT (71.93167 30.9075),1
72.28278,31.32778,3.18887475,POINT (72.28278 31.32778),1
71.90444,30.87222,3.897076236125,POINT (71.90444 30.87222),1
71.89,30.82889,2.2257623622608698,POINT (71.89 30.82889),1
71.74056,30.67556,3.8769320694166667,POINT (71.74056 30.67556),1
71.71806,30.64611,2.238426086956522,POINT (71.71806 30.64611),1
71.84417,30.80972,3.3526095,POINT (71.84417 30.80972),1
71.8375,30.78694,3.8239065,POINT (71.8375 30.78694),1
71.81222,30.75139,3.1998017970869563,POINT (71.81222 30.75139),1
71.80861,30.72167,2.5487490139166664,POINT (71.80861 30.72167),1
71.80333,30.68778,3.925173333347826,POINT (71.80333 30.68778),1
71.79611,30.66389,1.7979353477826086,POINT (71.79611 30.66389),1
71.85417,30.90056,3.8927116363636363,POINT (71.85417 30.90056),1
71.85167,30.86861,3.5661397917083337,POINT (71.85167 30.86861),1
71.83861,30.84361,3.9416355,POINT (71.83861 30.84361),1
71.81917,30.82167,2.6979385797391306,POINT (71.81917 30.82167),1
71.79167,30.79694,3.931539,POINT (71.79167 30.79694),1
71.76389,30.76972,2.175837608695652,POINT (71.76389 30.76972),1
71.75,30.73917,3.489089142857143,POINT (71.75 30.73917),1
71.76083,30.71139,3.177921,POINT (71.76083 30.71139),1
71.76333,30.69333,1.977688986125,POINT (71.76333 30.69333),1
71.75389,30.65361,2.791968,POINT (71.75389 30.65361),1
71.83361,30.87972,2.0459083957916664,POINT (71.83361 30.87972),1
71.80472,30.84444,2.3762284637391304,POINT (71.80472 30.84444),1
71.76917,30.81361,3.8678104,POINT (71.76917 30.81361),1
71.76444,30.80556,4.3880024,POINT (71.76444 30.80556),1
71.73389,30.76917,3.3389824,POINT (71.73389 30.76917),1
71.98889,31.20222,4.6777656,POINT (71.98889 31.20222),1
71.68639,30.69111,3.0523375384615385,POINT (71.68639 30.69111),1
71.65556,30.64722,2.1811488000000003,POINT (71.65556 30.64722),1
71.64056,30.62,2.1215096,POINT (71.64056 30.62),1
72.28444,31.27639,3.93087225,POINT (72.28444 31.27639),1
71.58389,30.5875,2.6061416,POINT (71.58389 30.5875),1
71.71194,30.71778,2.5289532318260872,POINT (71.71194 30.71778),1
72.14583,31.255,4.6689644999999995,POINT (72.14583 31.255),1
71.69278,30.65,2.9902912,POINT (71.69278 30.65),1
71.68556,30.64111,2.9312616,POINT (71.68556 30.64111),1
72.09944,31.12611,2.5932009722083333,POINT (72.09944 31.12611),1
71.66083,30.60861,3.1058104,POINT (71.66083 30.60861),1
71.60917,30.57583,2.267204,POINT (71.60917 30.57583),1
71.56833,30.50722,1.9685,POINT (71.56833 30.50722),1
71.57917,30.54917,1.8720305958333334,POINT (71.57917 30.54917),1
71.52083,30.53722,2.279201090909091,POINT (71.52083 30.53722),1
71.99417,31.1675,2.450973888875,POINT (71.99417 31.1675),1
71.95,31.11472,2.7452262361249997,POINT (71.95 31.11472),1
71.93056,31.05861,4.758842400000001,POINT (71.93056 31.05861),1
71.90528,30.99139,4.362992925,POINT (71.90528 30.99139),1
71.87694,30.96861,4.8480345,POINT (71.87694 30.96861),1
71.85028,30.93861,4.40521725,POINT (71.85028 30.93861),1
72.27139,31.11306,2.791485472208333,POINT (72.27139 31.11306),1
72.15889,31.29306,3.574542,POINT (72.15889 31.29306),1
72.03833,30.98361,3.250969090909091,POINT (72.03833 30.98361),1
71.99472,30.95528,3.34317975,POINT (71.99472 30.95528),1
71.6925,31.83917,6.166266666666666,POINT (71.6925 31.83917),1
71.56694,30.87694,3.3312,POINT (71.56694 30.87694),1
71.65278,30.81833,7.5152,POINT (71.65278 30.81833),1
71.63194,30.85,5.4575,POINT (71.63194 30.85),1
71.59361,31.835,3.8202,POINT (71.59361 31.835),1
71.56083,31.79528,5.359999999999999,POINT (71.56083 31.79528),1
71.53778,31.70944,8.08,POINT (71.53778 31.70944),1
72.26528,31.82056,1.6144999999999998,POINT (72.26528 31.82056),1
72.18611,31.75556,13.82,POINT (72.18611 31.75556),1
71.58972,32.3,2.1053,POINT (71.58972 32.3),1
72.26417,31.68889,2.5839600000000003,POINT (72.26417 31.68889),1
72.31778,31.49056,1.8608333333333331,POINT (72.31778 31.49056),1
72.10306,31.33361,6.8208,POINT (72.10306 31.33361),1
71.98639,31.32139,6.027,POINT (71.98639 31.32139),1
71.6175,32.18278,1.7012666666666665,POINT (71.6175 32.18278),1
71.71917,31.32056,7.3137333333333325,POINT (71.71917 31.32056),1
71.77472,32.20111,2.2279875000000002,POINT (71.77472 32.20111),1
71.81278,32.19,2.92783333325,POINT (71.81278 32.19),1
71.83361,32.37528,2.6630222221666666,POINT (71.83361 32.37528),1
71.92722,32.37444,2.736122222166667,POINT (71.92722 32.37444),1
72.04722,32.18361,3.3516,POINT (72.04722 32.18361),1
72.19194,32.33694,1.7260333333333333,POINT (72.19194 32.33694),1
71.78167,32.28056,2.3718222221666667,POINT (71.78167 32.28056),1
71.86722,32.35083,2.0775333334,POINT (71.86722 32.35083),1
71.87667,32.22861,1.811,POINT (71.87667 32.22861),1
72.16611,32.12167,4.44804,POINT (72.16611 32.12167),1
71.86417,32.15972,1.6465,POINT (71.86417 32.15972),1
71.90111,32.16917,0.8368666666666668,POINT (71.90111 32.16917),1
71.95833,32.275,3.1631666666666667,POINT (71.95833 32.275),1
72.08778,32.27722,5.7887933334,POINT (72.08778 32.27722),1
71.8525,32.15778,3.7235,POINT (71.8525 32.15778),1
72.33972,32.33806,2.816370098,POINT (72.33972 32.33806),1
71.98056,32.25861,2.6326666666666667,POINT (71.98056 32.25861),1
72.1825,32.16917,2.6340583333333334,POINT (72.1825 32.16917),1
71.85722,32.31944,2.1934,POINT (71.85722 32.31944),1
71.81639,32.33389,5.4184555555,POINT (71.81639 32.33389),1
71.78806,32.35861,3.6590000000000003,POINT (71.78806 32.35861),1
72.19111,32.26028,1.4447016666666668,POINT (72.19111 32.26028),1
71.97611,32.13722,1.750280092611111,POINT (71.97611 32.13722),1
71.74361,32.34111,6.0708714285714285,POINT (71.74361 32.34111),1
71.8025,32.32417,3.059745238142857,POINT (71.8025 32.32417),1
71.89111,32.24389,2.331859523857143,POINT (71.89111 32.24389),1
71.91056,32.21944,1.6475785714285713,POINT (71.91056 32.21944),1
71.96167,32.21583,2.1498051470588235,POINT (71.96167 32.21583),1
71.84889,32.20806,2.023911111111111,POINT (71.84889 32.20806),1
72.25611,32.27861,1.7205877777999998,POINT (72.25611 32.27861),1
71.71667,32.27111,2.3268533334,POINT (71.71667 32.27111),1
71.84056,32.25611,3.126133333333333,POINT (71.84056 32.25611),1
72.04778,32.19278,3.046007142857143,POINT (72.04778 32.19278),1
72.355,32.29667,2.1887857142857143,POINT (72.355 32.29667),1
72.09028,32.26694,1.01,POINT (72.09028 32.26694),1
71.51806,32.20917,3.17249,POINT (71.51806 32.20917),1
72.23583,32.21972,1.3477000000000001,POINT (72.23583 32.21972),1
71.7025,32.38028,4.021733333333334,POINT (71.7025 32.38028),1
71.80028,32.30028,2.7304999999999997,POINT (71.80028 32.30028),1
71.97444,32.19806,1.106675,POINT (71.97444 32.19806),1
72.04583,32.19694,1.276875,POINT (72.04583 32.19694),1
72.185,32.17889,1.3517181818181818,POINT (72.185 32.17889),1
71.53944,32.40583,4.325223076923077,POINT (71.53944 32.40583),1
71.76167,32.27333,3.162372727272727,POINT (71.76167 32.27333),1
72.00111,32.29,2.1560437500000003,POINT (72.00111 32.29),1
71.53917,32.25833,4.32218,POINT (71.53917 32.25833),1
71.59167,32.34222,3.53335,POINT (71.59167 32.34222),1
71.64722,32.26778,2.97805,POINT (71.64722 32.26778),1
71.69472,32.22639,2.391676923076923,POINT (71.69472 32.22639),1
71.875,32.35306,1.25055,POINT (71.875 32.35306),1
71.58833,32.15333,3.43687,POINT (71.58833 32.15333),1
72.26333,31.97611,2.494275,POINT (72.26333 31.97611),1
72.31222,32.11,4.387433333333333,POINT (72.31222 32.11),1
71.57361,32.24667,1.418675,POINT (71.57361 32.24667),1
71.66,32.09,16.78552591304348,POINT (71.66 32.09),1
71.72583,32.08083,3.805225,POINT (71.72583 32.08083),1
71.81,32.22222,1.0054666666666667,POINT (71.81 32.22222),1
71.80194,31.94139,5.18572,POINT (71.80194 31.94139),1
71.53944,31.90972,2.7949249999999997,POINT (71.53944 31.90972),1
71.92722,31.81611,6.2358,POINT (71.92722 31.81611),1
71.99556,31.805,9.844075,POINT (71.99556 31.805),1
71.50639,31.82889,5.64994,POINT (71.50639 31.82889),1
71.65611,31.85917,3.97,POINT (71.65611 31.85917),1
71.84333,31.8575,4.801285714285714,POINT (71.84333 31.8575),1
71.67,30.87,12.886963862068965,POINT (71.67 30.87),1
73.254,29.994,8.325000000000001,POINT (73.254 29.994),1
72.987,30.674,54.832499999999996,POINT (72.987 30.674),0
73.017,30.713,40.22,POINT (73.017 30.713),0
73.221,30.761,47.292500000000004,POINT (73.221 30.761),0
73.092,30.686,37.5325,POINT (73.092 30.686),0
73.248,29.744,4.321666666666666,POINT (73.248 29.744),1
73.035,29.903,2.8383333333333334,POINT (73.035 29.903),1
73.206,30.053,10.193333333333333,POINT (73.206 30.053),1
73.166,29.96,14.698333333333332,POINT (73.166 29.96),1
73.028,29.838,3.72,POINT (73.028 29.838),1
72.36861,32.11056,4.019461904761904,POINT (72.36861 32.11056),1
72.28472,31.80389,4.755180952380952,POINT (72.28472 31.80389),1
72.37472,31.90389,4.215910526315789,POINT (72.37472 31.90389),1
72.25222,31.70611,5.565743181818181,POINT (72.25222 31.70611),1
72.20472,31.60694,7.909745454545455,POINT (72.20472 31.60694),1
72.19361,31.58972,7.0469,POINT (72.19361 31.58972),1
72.44139,31.88472,2.9333375,POINT (72.44139 31.88472),1
73.262,30.012,5.69,POINT (73.262 30.012),1
73.22833,32.33,3.740253846153846,POINT (73.22833 32.33),1
73.36111,32.27889,2.8509666666666664,POINT (73.36111 32.27889),1
73.39361,32.3975,5.9475,POINT (73.39361 32.3975),1
73.39722,32.34444,3.1897705882352945,POINT (73.39722 32.34444),1
73.3375,32.36861,7.1891,POINT (73.3375 32.36861),1
73.40167,32.33917,3.5797928571428574,POINT (73.40167 32.33917),1
73.30722,32.34111,6.892290476190476,POINT (73.30722 32.34111),1
73.27222,32.29389,2.7679473684210527,POINT (73.27222 32.29389),1
73.41194,32.44056,1.5480733333333334,POINT (73.41194 32.44056),1
73.198,29.997,24.176666666666666,POINT (73.198 29.997),0
73.24056,31.89278,6.6229,POINT (73.24056 31.89278),1
73.12167,31.86944,6.445166666666666,POINT (73.12167 31.86944),1
72.84306,31.76917,10.851799999999999,POINT (72.84306 31.76917),1
72.65611,31.69861,6.530566666666666,POINT (72.65611 31.69861),1
72.72306,31.88917,5.053,POINT (72.72306 31.88917),1
72.60667,31.79278,10.232766666666668,POINT (72.60667 31.79278),1
72.51889,31.65944,6.418499999999999,POINT (72.51889 31.65944),1
72.5025,31.62694,6.859266666666667,POINT (72.5025 31.62694),1
